what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1416262576936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416262583232
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1416262618105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416262618387
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1416262622608
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1416262622855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416262626657
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1416262630404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416262630744
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1416262631355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416262634397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416262638367
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1416262638639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416262640221
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1416262641728
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1416262648834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416262712271
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1416262722525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1416262748546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416262817571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416262841928
