what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415574865639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415574927546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415574928457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415574956554
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1415574960247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415574965237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575013976
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1415575016861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575070892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575078876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575080360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575092500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415575097431
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415575122706
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1415575127462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415575132723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575134948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575144832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1415575156490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415575168439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415575169698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575171862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575185367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575222171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575237778
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415575241983
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1415575245818
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1415575245879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575270746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575300899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575319504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575332488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575334040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575349355
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1415575351643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575365049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575374239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575404206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575405983
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1415575411142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415575443198
