what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833154083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833159667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833166573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833169168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833202125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833203738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833220197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833222442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833250470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833255165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833266223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833270771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833286581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833289917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833325202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833329151
error,log,,,"Unexpected runtime error while computing a text hover",1415833333098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415833369734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833371555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833392469
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1415833397957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833398123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833400079
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415833404434
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1415833410817
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1415833423169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1415833427370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415833464335
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1415833466303
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1415833466428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833470415
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415833474300
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1415833481500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833590171
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1415833608085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415833616118
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1415833626792
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.publish",1415833626922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833630034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833656566
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1415833662470
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1415833677142
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1415833677345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415833678782
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415833680289
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1415833682275
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415833684043
