what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414720325957
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1414720342087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720350122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720352570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1414720360867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720383623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720710533
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1414720772018
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1414720776395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720777525
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1414720779285
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1414720783580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720800513
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414720801336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720860777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720861221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1414720889771
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1414720891609
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1414720891755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720894031
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1414720896404
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1414720897383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720901702
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1414720905249
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1414720909641
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1414720912868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720913172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720918129
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1414720921278
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1414720921412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720921928
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1414720923185
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1414720927096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720930220
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1414720932214
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1414720949457
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1414720964936
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1414720990216
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1414720991247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720991289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414720994238
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1414720994262
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1414720997486
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1414720997609
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1414720997609
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414721001738
